"customer_id","first_name","last_name","category_id","category_name","count"
461,"Derek","Blakely",14,"Sci-Fi","6"
137,"Rhonda","Kennedy",10,"Games","6"
12,"Nancy","Thomas",7,"Drama","6"
584,"Salvador","Teel",5,"Comedy","6"
591,"Kent","Arsenault",15,"Sports","6"
594,"Eduardo","Hiatt",15,"Sports","6"
569,"Dave","Gardiner",15,"Sports","6"
179,"Dana","Hart",8,"Family","6"
410,"Curtis","Irby",8,"Family","6"
487,"Hector","Poindexter",1,"Action","6"
277,"Olga","Jimenez",15,"Sports","6"
354,"Justin","Ngo",7,"Drama","6"
487,"Hector","Poindexter",6,"Documentary","6"
148,"Eleanor","Hunt",8,"Family","6"
130,"Charlotte","Hunter",14,"Sci-Fi","6"
54,"Teresa","Rogers",2,"Animation","6"
16,"Sandra","Martin",15,"Sports","6"
111,"Carmen","Owens",1,"Action","6"
51,"Alice","Stewart",1,"Action","6"
1,"Mary","Smith",4,"Classics","6"
151,"Megan","Palmer",1,"Action","6"
363,"Roy","Whiting",1,"Action","6"
560,"Jordan","Archuleta",1,"Action","6"
76,"Irene","Price",7,"Drama","6"
373,"Louis","Leone",2,"Animation","6"
75,"Tammy","Sanders",8,"Family","6"
246,"Marian","Mendoza",14,"Sci-Fi","6"
126,"Ellen","Simpson",1,"Action","6"
2,"Patricia","Johnson",15,"Sports","5"
114,"Grace","Ellis",9,"Foreign","5"
182,"Renee","Lane",10,"Games","5"
316,"Steven","Curley",15,"Sports","5"
533,"Jessie","Milam",15,"Sports","5"
366,"Brandon","Huey",15,"Sports","5"
176,"June","Carroll",2,"Animation","5"
173,"Audrey","Ray",6,"Documentary","5"
297,"Sherri","Rhodes",14,"Sci-Fi","5"
186,"Holly","Fox",9,"Foreign","5"
526,"Karl","Seal",11,"Horror","5"
471,"Dean","Sauer",12,"Music","5"
157,"Darlene","Rose",12,"Music","5"
204,"Rosemary","Schmidt",11,"Horror","5"
102,"Crystal","Ford",14,"Sci-Fi","5"
29,"Angela","Hernandez",3,"Children","5"
369,"Fred","Wheat",8,"Family","5"
181,"Ana","Bradley",11,"Horror","5"
587,"Sergio","Stanfield",6,"Documentary","5"
122,"Thelma","Murray",15,"Sports","5"
503,"Angel","Barclay",14,"Sci-Fi","5"
83,"Louise","Jenkins",14,"Sci-Fi","5"
342,"Harold","Martino",4,"Classics","5"
80,"Marilyn","Ross",13,"New","5"
90,"Ruby","Washington",12,"Music","5"
338,"Dennis","Gilman",15,"Sports","5"
403,"Mike","Way",14,"Sci-Fi","5"
17,"Donna","Thompson",9,"Foreign","5"
239,"Minnie","Romero",2,"Animation","5"
590,"Seth","Hannon",15,"Sports","5"
277,"Olga","Jimenez",5,"Comedy","5"
417,"Travis","Estep",2,"Animation","5"
126,"Ellen","Simpson",13,"New","5"
473,"Jorge","Olivares",16,"Travel","5"
257,"Marsha","Douglas",8,"Family","5"
198,"Elsie","Kelley",6,"Documentary","5"
78,"Lori","Wood",15,"Sports","5"
133,"Pauline","Henry",6,"Documentary","5"
491,"Rick","Mattox",15,"Sports","5"
316,"Steven","Curley",14,"Sci-Fi","5"
167,"Sally","Pierce",12,"Music","5"
199,"Beth","Franklin",13,"New","5"
204,"Rosemary","Schmidt",13,"New","5"
79,"Rachel","Barnes",14,"Sci-Fi","5"
260,"Christy","Vargas",12,"Music","5"
50,"Diane","Collins",9,"Foreign","5"
513,"Duane","Tubbs",11,"Horror","5"
26,"Jessica","Hall",6,"Documentary","5"
325,"Timothy","Bunn",13,"New","5"
259,"Lena","Jensen",15,"Sports","5"
322,"Jason","Morrissey",1,"Action","5"
340,"Patrick","Newsom",13,"New","5"
273,"Priscilla","Lowe",14,"Sci-Fi","5"
148,"Eleanor","Hunt",16,"Travel","5"
101,"Peggy","Myers",14,"Sci-Fi","5"
185,"Roberta","Harper",1,"Action","5"
224,"Pearl","Garza",9,"Foreign","5"
360,"Ralph","Madrigal",13,"New","5"
119,"Sherry","Marshall",14,"Sci-Fi","5"
339,"Walter","Perryman",15,"Sports","5"
46,"Catherine","Campbell",2,"Animation","5"
329,"Frank","Waggoner",12,"Music","5"
390,"Shawn","Heaton",2,"Animation","5"
459,"Tommy","Collazo",5,"Comedy","5"
391,"Clarence","Gamez",14,"Sci-Fi","5"
459,"Tommy","Collazo",8,"Family","5"
138,"Hazel","Warren",8,"Family","5"
381,"Bobby","Boudreau",16,"Travel","5"
305,"Richard","Mccrary",9,"Foreign","5"
371,"Billy","Poulin",15,"Sports","5"
59,"Cheryl","Murphy",13,"New","5"
241,"Heidi","Larson",13,"New","5"
526,"Karl","Seal",6,"Documentary","5"
53,"Heather","Morris",4,"Classics","5"
306,"Charles","Kowalski",14,"Sci-Fi","5"
277,"Olga","Jimenez",3,"Children","5"
254,"Maxine","Silva",14,"Sci-Fi","5"
361,"Lawrence","Lawton",9,"Foreign","5"
456,"Ronnie","Ricketts",14,"Sci-Fi","5"
488,"Shane","Millard",7,"Drama","5"
236,"Marcia","Dean",9,"Foreign","5"
287,"Becky","Miles",6,"Documentary","5"
522,"Arnold","Havens",2,"Animation","5"
91,"Lois","Butler",15,"Sports","5"
172,"Bernice","Willis",1,"Action","5"
386,"Todd","Tan",3,"Children","5"
36,"Kathleen","Adams",12,"Music","5"
38,"Martha","Gonzalez",4,"Classics","5"
320,"Anthony","Schwab",15,"Sports","5"
380,"Russell","Brinson",2,"Animation","5"
216,"Natalie","Meyer",16,"Travel","5"
470,"Gordon","Allard",1,"Action","5"
323,"Matthew","Mahan",16,"Travel","5"
49,"Joyce","Edwards",8,"Family","5"
44,"Marie","Turner",2,"Animation","5"
21,"Michelle","Clark",9,"Foreign","5"
221,"Bessie","Morrison",7,"Drama","5"
482,"Maurice","Crawley",9,"Foreign","5"
403,"Mike","Way",9,"Foreign","5"
571,"Johnnie","Chisholm",15,"Sports","5"
348,"Roger","Quintanilla",1,"Action","5"
444,"Marcus","Hidalgo",15,"Sports","5"
437,"Randall","Neumann",9,"Foreign","5"
142,"April","Burns",6,"Documentary","5"
125,"Ethel","Webb",15,"Sports","5"
41,"Stephanie","Mitchell",2,"Animation","5"
141,"Debbie","Reyes",3,"Children","5"
518,"Gabriel","Harder",8,"Family","5"
185,"Roberta","Harper",9,"Foreign","5"
372,"Steve","Mackenzie",10,"Games","5"
256,"Mabel","Holland",5,"Comedy","5"
518,"Gabriel","Harder",7,"Drama","5"
202,"Carla","Gutierrez",2,"Animation","5"
257,"Marsha","Douglas",9,"Foreign","5"
382,"Victor","Barkley",6,"Documentary","5"
294,"Shelly","Watts",1,"Action","5"
204,"Rosemary","Schmidt",9,"Foreign","5"
7,"Maria","Miller",15,"Sports","5"
333,"Andrew","Purdy",10,"Games","5"
11,"Lisa","Anderson",10,"Games","5"
299,"James","Gannon",7,"Drama","5"
531,"Jamie","Waugh",15,"Sports","5"
251,"Vickie","Brewer",14,"Sci-Fi","5"
534,"Christian","Jung",8,"Family","5"
215,"Jessie","Banks",15,"Sports","5"
263,"Hilda","Hopkins",14,"Sci-Fi","5"
90,"Ruby","Washington",2,"Animation","5"
348,"Roger","Quintanilla",2,"Animation","5"
64,"Judith","Cox",2,"Animation","5"
346,"Arthur","Simpkins",8,"Family","5"
242,"Glenda","Frazier",13,"New","5"
414,"Vincent","Ralston",16,"Travel","5"
237,"Tanya","Gilbert",8,"Family","5"
328,"Jeffrey","Spear",10,"Games","5"
176,"June","Carroll",5,"Comedy","5"
236,"Marcia","Dean",10,"Games","5"
581,"Virgil","Wofford",9,"Foreign","5"
237,"Tanya","Gilbert",4,"Classics","5"
362,"Nicholas","Barfield",15,"Sports","5"
210,"Ella","Oliver",13,"New","5"
444,"Marcus","Hidalgo",8,"Family","5"
451,"Jim","Rea",14,"Sci-Fi","5"
266,"Nora","Herrera",7,"Drama","5"
372,"Steve","Mackenzie",1,"Action","5"
122,"Thelma","Murray",11,"Horror","5"
348,"Roger","Quintanilla",6,"Documentary","5"
442,"Leroy","Bustamante",7,"Drama","5"
211,"Stacey","Montgomery",12,"Music","5"
186,"Holly","Fox",4,"Classics","5"
7,"Maria","Miller",2,"Animation","5"
303,"William","Satterfield",1,"Action","5"
404,"Stanley","Scroggins",6,"Documentary","5"
412,"Allen","Butterfield",1,"Action","5"
467,"Alvin","Deloach",3,"Children","5"
545,"Julio","Noland",8,"Family","5"
134,"Emma","Boyd",11,"Horror","5"
12,"Nancy","Thomas",11,"Horror","5"
563,"Ken","Prewitt",11,"Horror","5"
445,"Micheal","Forman",2,"Animation","5"
101,"Peggy","Myers",2,"Animation","5"
404,"Stanley","Scroggins",2,"Animation","5"
171,"Dolores","Wagner",3,"Children","5"
436,"Troy","Quigley",2,"Animation","5"
513,"Duane","Tubbs",5,"Comedy","5"
366,"Brandon","Huey",14,"Sci-Fi","5"
383,"Martin","Bales",2,"Animation","5"
197,"Sue","Peters",3,"Children","5"
491,"Rick","Mattox",14,"Sci-Fi","5"
278,"Billie","Horton",5,"Comedy","5"
35,"Virginia","Green",14,"Sci-Fi","5"
30,"Melissa","King",7,"Drama","5"
468,"Tim","Cary",15,"Sports","5"
337,"Jerry","Jordon",14,"Sci-Fi","5"
536,"Fernando","Churchill",12,"Music","5"
50,"Diane","Collins",7,"Drama","5"
334,"Raymond","Mcwhorter",9,"Foreign","5"
113,"Cindy","Fisher",6,"Documentary","5"
588,"Marion","Ocampo",4,"Classics","5"
596,"Enrique","Forsythe",15,"Sports","5"
589,"Tracy","Herrmann",5,"Comedy","5"
193,"Katie","Elliott",10,"Games","5"
35,"Virginia","Green",1,"Action","5"
23,"Sarah","Lewis",2,"Animation","5"
1,"Mary","Smith",5,"Comedy","5"
112,"Rosa","Reynolds",4,"Classics","5"
209,"Tonya","Chapman",3,"Children","5"
404,"Stanley","Scroggins",9,"Foreign","5"
336,"Joshua","Mark",2,"Animation","5"
502,"Brett","Cornwell",6,"Documentary","5"
418,"Jeff","East",9,"Foreign","5"
238,"Nellie","Garrett",3,"Children","5"
538,"Ted","Breaux",15,"Sports","5"
384,"Ernest","Stepp",9,"Foreign","5"
253,"Terry","Carlson",2,"Animation","5"
567,"Alfredo","Mcadams",16,"Travel","5"
390,"Shawn","Heaton",12,"Music","5"
137,"Rhonda","Kennedy",15,"Sports","5"
107,"Florence","Woods",14,"Sci-Fi","5"
264,"Gwendolyn","May",14,"Sci-Fi","5"
62,"Joan","Cooper",10,"Games","5"
135,"Juanita","Mason",3,"Children","5"
314,"George","Linton",6,"Documentary","5"
302,"Michael","Silverman",2,"Animation","5"
293,"Mae","Fletcher",15,"Sports","5"
274,"Naomi","Jennings",6,"Documentary","5"
504,"Nathaniel","Adam",7,"Drama","5"
144,"Clara","Shaw",7,"Drama","5"
473,"Jorge","Olivares",9,"Foreign","5"
442,"Leroy","Bustamante",2,"Animation","5"
583,"Marshall","Thorn",10,"Games","4"
299,"James","Gannon",8,"Family","4"
462,"Warren","Sherrod",2,"Animation","4"
521,"Roland","South",8,"Family","4"
278,"Billie","Horton",7,"Drama","4"
535,"Javier","Elrod",15,"Sports","4"
32,"Amy","Lopez",8,"Family","4"
424,"Kyle","Spurlock",2,"Animation","4"
172,"Bernice","Willis",3,"Children","4"
373,"Louis","Leone",13,"New","4"
381,"Bobby","Boudreau",2,"Animation","4"
160,"Erin","Dunn",6,"Documentary","4"
258,"Myrtle","Fleming",7,"Drama","4"
497,"Gilbert","Sledge",7,"Drama","4"
502,"Brett","Cornwell",2,"Animation","4"
519,"Ron","Deluca",13,"New","4"
529,"Erik","Guillen",14,"Sci-Fi","4"
159,"Jill","Hawkins",4,"Classics","4"
297,"Sherri","Rhodes",10,"Games","4"
309,"Christopher","Greco",3,"Children","4"
170,"Beatrice","Arnold",14,"Sci-Fi","4"
473,"Jorge","Olivares",1,"Action","4"
188,"Melanie","Armstrong",7,"Drama","4"
485,"Clyde","Tobias",7,"Drama","4"
438,"Barry","Lovelace",2,"Animation","4"
97,"Annie","Russell",13,"New","4"
153,"Suzanne","Nichols",10,"Games","4"
269,"Cassandra","Walters",2,"Animation","4"
527,"Cory","Meehan",1,"Action","4"
166,"Lynn","Payne",4,"Classics","4"
15,"Helen","Harris",4,"Classics","4"
209,"Tonya","Chapman",6,"Documentary","4"
75,"Tammy","Sanders",3,"Children","4"
256,"Mabel","Holland",7,"Drama","4"
262,"Patsy","Davidson",8,"Family","4"
16,"Sandra","Martin",2,"Animation","4"
98,"Lillian","Griffin",15,"Sports","4"
120,"Sylvia","Ortiz",8,"Family","4"
309,"Christopher","Greco",15,"Sports","4"
119,"Sherry","Marshall",6,"Documentary","4"
443,"Francisco","Skidmore",2,"Animation","4"
311,"Paul","Trout",7,"Drama","4"
213,"Gina","Williamson",3,"Children","4"
339,"Walter","Perryman",9,"Foreign","4"
75,"Tammy","Sanders",9,"Foreign","4"
463,"Darrell","Power",14,"Sci-Fi","4"
454,"Alex","Gresham",12,"Music","4"
17,"Donna","Thompson",3,"Children","4"
484,"Roberto","Vu",15,"Sports","4"
38,"Martha","Gonzalez",8,"Family","4"
220,"Charlene","Alvarez",13,"New","4"
345,"Carl","Artis",11,"Horror","4"
81,"Andrea","Henderson",11,"Horror","4"
350,"Juan","Fraley",12,"Music","4"
357,"Keith","Rico",8,"Family","4"
260,"Christy","Vargas",15,"Sports","4"
573,"Byron","Box",6,"Documentary","4"
236,"Marcia","Dean",2,"Animation","4"
397,"Jimmy","Schrader",7,"Drama","4"
452,"Tom","Milner",1,"Action","4"
92,"Tina","Simmons",11,"Horror","4"
536,"Fernando","Churchill",9,"Foreign","4"
261,"Deanna","Byrd",16,"Travel","4"
590,"Seth","Hannon",14,"Sci-Fi","4"
395,"Johnny","Turpin",12,"Music","4"
537,"Clinton","Buford",8,"Family","4"
141,"Debbie","Reyes",14,"Sci-Fi","4"
132,"Esther","Crawford",2,"Animation","4"
177,"Samantha","Duncan",15,"Sports","4"
385,"Phillip","Holm",15,"Sports","4"
6,"Jennifer","Davis",7,"Drama","4"
309,"Christopher","Greco",16,"Travel","4"
187,"Brittany","Riley",4,"Classics","4"
319,"Ronald","Weiner",10,"Games","4"
206,"Terri","Vasquez",6,"Documentary","4"
327,"Larry","Thrasher",6,"Documentary","4"
397,"Jimmy","Schrader",16,"Travel","4"
89,"Julia","Flores",1,"Action","4"
178,"Marion","Snyder",6,"Documentary","4"
112,"Rosa","Reynolds",7,"Drama","4"
37,"Pamela","Baker",5,"Comedy","4"
470,"Gordon","Allard",16,"Travel","4"
472,"Greg","Robins",5,"Comedy","4"
364,"Benjamin","Varney",1,"Action","4"
93,"Phyllis","Foster",4,"Classics","4"
517,"Brad","Mccurdy",7,"Drama","4"
230,"Joy","George",1,"Action","4"
26,"Jessica","Hall",9,"Foreign","4"
155,"Gail","Knight",6,"Documentary","4"
10,"Dorothy","Taylor",10,"Games","4"
576,"Morris","Mccarter",10,"Games","4"
267,"Margie","Wade",7,"Drama","4"
550,"Guy","Brownlee",7,"Drama","4"
207,"Gertrude","Castillo",10,"Games","4"
289,"Violet","Rodriquez",15,"Sports","4"
407,"Dale","Ratcliff",10,"Games","4"
575,"Isaac","Oglesby",12,"Music","4"
173,"Audrey","Ray",8,"Family","4"
267,"Margie","Wade",10,"Games","4"
176,"June","Carroll",9,"Foreign","4"
354,"Justin","Ngo",14,"Sci-Fi","4"
483,"Vernon","Chapa",5,"Comedy","4"
106,"Connie","Wallace",11,"Horror","4"
451,"Jim","Rea",8,"Family","4"
74,"Denise","Kelly",16,"Travel","4"
155,"Gail","Knight",2,"Animation","4"
590,"Seth","Hannon",8,"Family","4"
179,"Dana","Hart",6,"Documentary","4"
525,"Adrian","Clary",8,"Family","4"
242,"Glenda","Frazier",7,"Drama","4"
507,"Edgar","Rhoads",11,"Horror","4"
132,"Esther","Crawford",4,"Classics","4"
292,"Misty","Lambert",16,"Travel","4"
583,"Marshall","Thorn",15,"Sports","4"
82,"Kathryn","Coleman",1,"Action","4"
559,"Everett","Banda",2,"Animation","4"
72,"Theresa","Watson",1,"Action","4"
362,"Nicholas","Barfield",2,"Animation","4"
563,"Ken","Prewitt",3,"Children","4"
403,"Mike","Way",6,"Documentary","4"
259,"Lena","Jensen",3,"Children","4"
96,"Diana","Alexander",6,"Documentary","4"
346,"Arthur","Simpkins",10,"Games","4"
588,"Marion","Ocampo",3,"Children","4"
506,"Leslie","Seward",7,"Drama","4"
242,"Glenda","Frazier",4,"Classics","4"
178,"Marion","Snyder",7,"Drama","4"
214,"Kristin","Johnston",15,"Sports","4"
107,"Florence","Woods",15,"Sports","4"
520,"Mitchell","Westmoreland",7,"Drama","4"
329,"Frank","Waggoner",6,"Documentary","4"
297,"Sherri","Rhodes",3,"Children","4"
494,"Ramon","Choate",2,"Animation","4"
283,"Felicia","Sutton",2,"Animation","4"
10,"Dorothy","Taylor",6,"Documentary","4"
237,"Tanya","Gilbert",12,"Music","4"
245,"Courtney","Day",3,"Children","4"
298,"Erika","Pena",1,"Action","4"
29,"Angela","Hernandez",7,"Drama","4"
309,"Christopher","Greco",1,"Action","4"
335,"Gregory","Mauldin",14,"Sci-Fi","4"
144,"Clara","Shaw",1,"Action","4"
200,"Jeanne","Lawson",8,"Family","4"
66,"Janice","Ward",4,"Classics","4"
9,"Margaret","Moore",9,"Foreign","4"
502,"Brett","Cornwell",15,"Sports","4"
295,"Daisy","Bates",8,"Family","4"
63,"Ashley","Richardson",6,"Documentary","4"
210,"Ella","Oliver",15,"Sports","4"
141,"Debbie","Reyes",5,"Comedy","4"
560,"Jordan","Archuleta",8,"Family","4"
212,"Wilma","Richards",3,"Children","4"
123,"Shannon","Freeman",13,"New","4"
92,"Tina","Simmons",7,"Drama","4"
57,"Evelyn","Morgan",1,"Action","4"
461,"Derek","Blakely",2,"Animation","4"
276,"Brandy","Graves",6,"Documentary","4"
109,"Edna","West",14,"Sci-Fi","4"
27,"Shirley","Allen",15,"Sports","4"
43,"Christine","Roberts",13,"New","4"
572,"Sidney","Burleson",15,"Sports","4"
54,"Teresa","Rogers",5,"Comedy","4"
234,"Claudia","Fuller",9,"Foreign","4"
441,"Mario","Cheatham",14,"Sci-Fi","4"
20,"Sharon","Robinson",15,"Sports","4"
19,"Ruth","Martinez",15,"Sports","4"
78,"Lori","Wood",8,"Family","4"
405,"Leonard","Schofield",10,"Games","4"
183,"Ida","Andrews",14,"Sci-Fi","4"
46,"Catherine","Campbell",8,"Family","4"
381,"Bobby","Boudreau",14,"Sci-Fi","4"
479,"Zachary","Hite",5,"Comedy","4"
199,"Beth","Franklin",3,"Children","4"
331,"Eric","Robert",7,"Drama","4"
8,"Susan","Wilson",4,"Classics","4"
28,"Cynthia","Young",1,"Action","4"
284,"Sonia","Gregory",1,"Action","4"
532,"Neil","Renner",11,"Horror","4"
337,"Jerry","Jordon",6,"Documentary","4"
485,"Clyde","Tobias",3,"Children","4"
147,"Joanne","Robertson",2,"Animation","4"
532,"Neil","Renner",4,"Classics","4"
372,"Steve","Mackenzie",3,"Children","4"
457,"Bill","Gavin",12,"Music","4"
311,"Paul","Trout",6,"Documentary","4"
296,"Ramona","Hale",15,"Sports","4"
273,"Priscilla","Lowe",13,"New","4"
15,"Helen","Harris",15,"Sports","4"
148,"Eleanor","Hunt",9,"Foreign","4"
265,"Jennie","Terry",3,"Children","4"
364,"Benjamin","Varney",4,"Classics","4"
9,"Margaret","Moore",16,"Travel","4"
159,"Jill","Hawkins",1,"Action","4"
502,"Brett","Cornwell",3,"Children","4"
422,"Melvin","Ellington",14,"Sci-Fi","4"
279,"Dianne","Shelton",6,"Documentary","4"
161,"Geraldine","Perkins",13,"New","4"
252,"Mattie","Hoffman",6,"Documentary","4"
176,"June","Carroll",14,"Sci-Fi","4"
295,"Daisy","Bates",13,"New","4"
403,"Mike","Way",4,"Classics","4"
75,"Tammy","Sanders",1,"Action","4"
25,"Deborah","Walker",1,"Action","4"
196,"Alma","Austin",6,"Documentary","4"
149,"Valerie","Black",15,"Sports","4"
390,"Shawn","Heaton",10,"Games","4"
251,"Vickie","Brewer",1,"Action","4"
71,"Kathy","James",1,"Action","4"
69,"Judy","Gray",14,"Sci-Fi","4"
500,"Reginald","Kinder",13,"New","4"
30,"Melissa","King",6,"Documentary","4"
432,"Edwin","Burk",10,"Games","4"
470,"Gordon","Allard",10,"Games","4"
501,"Ruben","Geary",13,"New","4"
105,"Dawn","Sullivan",3,"Children","4"
561,"Ian","Still",2,"Animation","4"
434,"Eddie","Tomlin",10,"Games","4"
198,"Elsie","Kelley",9,"Foreign","4"
285,"Miriam","Mckinney",14,"Sci-Fi","4"
439,"Alexander","Fennell",7,"Drama","4"
197,"Sue","Peters",11,"Horror","4"
452,"Tom","Milner",7,"Drama","4"
96,"Diana","Alexander",7,"Drama","4"
566,"Casey","Mena",1,"Action","4"
245,"Courtney","Day",15,"Sports","4"
322,"Jason","Morrissey",16,"Travel","4"
128,"Marjorie","Tucker",2,"Animation","4"
148,"Eleanor","Hunt",4,"Classics","4"
15,"Helen","Harris",9,"Foreign","4"
119,"Sherry","Marshall",13,"New","4"
65,"Rose","Howard",2,"Animation","4"
512,"Cecil","Vines",14,"Sci-Fi","4"
385,"Phillip","Holm",16,"Travel","4"
591,"Kent","Arsenault",2,"Animation","4"
51,"Alice","Stewart",7,"Drama","4"
499,"Marc","Outlaw",4,"Classics","4"
317,"Edward","Baugh",8,"Family","4"
161,"Geraldine","Perkins",9,"Foreign","4"
459,"Tommy","Collazo",1,"Action","4"
200,"Jeanne","Lawson",10,"Games","4"
468,"Tim","Cary",8,"Family","4"
314,"George","Linton",1,"Action","4"
57,"Evelyn","Morgan",9,"Foreign","4"
108,"Tracy","Cole",14,"Sci-Fi","4"
592,"Terrance","Roush",8,"Family","4"
498,"Gene","Sanborn",14,"Sci-Fi","4"
515,"Andre","Rapp",4,"Classics","4"
195,"Vanessa","Sims",7,"Drama","4"
457,"Bill","Gavin",7,"Drama","4"
126,"Ellen","Simpson",8,"Family","4"
168,"Regina","Berry",8,"Family","4"
360,"Ralph","Madrigal",10,"Games","4"
480,"Corey","Hauser",4,"Classics","4"
394,"Chris","Brothers",1,"Action","4"
479,"Zachary","Hite",15,"Sports","4"
31,"Brenda","Wright",9,"Foreign","4"
363,"Roy","Whiting",5,"Comedy","4"
156,"Bertha","Ferguson",11,"Horror","4"
494,"Ramon","Choate",6,"Documentary","4"
121,"Josephine","Gomez",1,"Action","4"
8,"Susan","Wilson",7,"Drama","4"
541,"Darren","Windham",2,"Animation","4"
369,"Fred","Wheat",7,"Drama","4"
358,"Samuel","Marlow",5,"Comedy","4"
89,"Julia","Flores",6,"Documentary","4"
253,"Terry","Carlson",7,"Drama","4"
155,"Gail","Knight",4,"Classics","4"
166,"Lynn","Payne",12,"Music","4"
73,"Beverly","Brooks",3,"Children","4"
332,"Stephen","Qualls",7,"Drama","4"
230,"Joy","George",4,"Classics","4"
135,"Juanita","Mason",8,"Family","4"
259,"Lena","Jensen",4,"Classics","4"
484,"Roberto","Vu",7,"Drama","4"
408,"Manuel","Murrell",8,"Family","4"
287,"Becky","Miles",2,"Animation","4"
571,"Johnnie","Chisholm",12,"Music","4"
82,"Kathryn","Coleman",2,"Animation","4"
127,"Elaine","Stevens",16,"Travel","4"
393,"Philip","Causey",1,"Action","4"
47,"Frances","Parker",1,"Action","4"
312,"Mark","Rinehart",1,"Action","4"
440,"Bernard","Colby",7,"Drama","4"
338,"Dennis","Gilman",2,"Animation","4"
53,"Heather","Morris",15,"Sports","4"
538,"Ted","Breaux",10,"Games","4"
376,"Randy","Gaither",4,"Classics","4"
273,"Priscilla","Lowe",8,"Family","4"
148,"Eleanor","Hunt",11,"Horror","4"
211,"Stacey","Montgomery",4,"Classics","4"
184,"Vivian","Ruiz",2,"Animation","4"
29,"Angela","Hernandez",10,"Games","4"
383,"Martin","Bales",4,"Classics","4"
228,"Allison","Stanley",9,"Foreign","4"
505,"Rafael","Abney",2,"Animation","4"
274,"Naomi","Jennings",9,"Foreign","4"
525,"Adrian","Clary",10,"Games","4"
72,"Theresa","Watson",2,"Animation","4"
313,"Donald","Mahon",2,"Animation","4"
144,"Clara","Shaw",4,"Classics","4"
479,"Zachary","Hite",11,"Horror","4"
31,"Brenda","Wright",4,"Classics","4"
533,"Jessie","Milam",14,"Sci-Fi","4"
175,"Annette","Olson",10,"Games","4"
90,"Ruby","Washington",7,"Drama","4"
589,"Tracy","Herrmann",2,"Animation","4"
268,"Nina","Soto",7,"Drama","4"
144,"Clara","Shaw",13,"New","4"
317,"Edward","Baugh",2,"Animation","4"
348,"Roger","Quintanilla",7,"Drama","4"
407,"Dale","Ratcliff",13,"New","4"
115,"Wendy","Harrison",4,"Classics","4"
131,"Monica","Hicks",2,"Animation","4"
533,"Jessie","Milam",10,"Games","4"
108,"Tracy","Cole",5,"Comedy","4"
