"customer_id","first_name","last_name","total_rentals","rental_activity"
45,"Janet","Phillips","27","Occasional"
396,"Earl","Shanks","27","Occasional"
139,"Amber","Dixon","27","Occasional"
579,"Daryl","Larue","27","Occasional"
13,"Karen","Jackson","27","Occasional"
206,"Terri","Vasquez","27","Occasional"
151,"Megan","Palmer","27","Occasional"
2,"Patricia","Johnson","27","Occasional"
160,"Erin","Dunn","27","Occasional"
498,"Gene","Sanborn","27","Occasional"
421,"Lee","Hawks","27","Occasional"
471,"Dean","Sauer","27","Occasional"
383,"Martin","Bales","27","Occasional"
591,"Kent","Arsenault","27","Occasional"
133,"Pauline","Henry","27","Occasional"
580,"Ross","Grey","27","Occasional"
286,"Velma","Lucas","27","Occasional"
577,"Clifton","Malcolm","27","Occasional"
581,"Virgil","Wofford","27","Occasional"
333,"Andrew","Purdy","27","Occasional"
561,"Ian","Still","27","Occasional"
74,"Denise","Kelly","27","Occasional"
280,"Tracey","Barrett","27","Occasional"
231,"Georgia","Jacobs","26","Occasional"
512,"Cecil","Vines","26","Occasional"
487,"Hector","Poindexter","26","Occasional"
170,"Beatrice","Arnold","26","Occasional"
142,"April","Burns","26","Occasional"
450,"Jay","Robb","26","Occasional"
121,"Josephine","Gomez","26","Occasional"
109,"Edna","West","26","Occasional"
149,"Valerie","Black","26","Occasional"
327,"Larry","Thrasher","26","Occasional"
31,"Brenda","Wright","26","Occasional"
445,"Micheal","Forman","26","Occasional"
377,"Howard","Fortner","26","Occasional"
105,"Dawn","Sullivan","26","Occasional"
303,"William","Satterfield","26","Occasional"
182,"Renee","Lane","26","Occasional"
387,"Jesse","Schilling","26","Occasional"
240,"Marlene","Welch","26","Occasional"
171,"Dolores","Wagner","26","Occasional"
298,"Erika","Pena","26","Occasional"
304,"David","Royal","26","Occasional"
294,"Shelly","Watts","26","Occasional"
278,"Billie","Horton","26","Occasional"
385,"Phillip","Holm","26","Occasional"
111,"Carmen","Owens","26","Occasional"
551,"Clayton","Barbee","26","Occasional"
261,"Deanna","Byrd","26","Occasional"
312,"Mark","Rinehart","26","Occasional"
423,"Alfred","Casillas","26","Occasional"
516,"Elmer","Noe","26","Occasional"
593,"Rene","Mcalister","26","Occasional"
225,"Arlene","Harvey","26","Occasional"
411,"Norman","Currier","26","Occasional"
425,"Francis","Sikes","26","Occasional"
495,"Charlie","Bess","26","Occasional"
44,"Marie","Turner","26","Occasional"
234,"Claudia","Fuller","26","Occasional"
587,"Sergio","Stanfield","26","Occasional"
474,"Dustin","Gillette","26","Occasional"
510,"Ben","Easter","26","Occasional"
422,"Melvin","Ellington","26","Occasional"
202,"Carla","Gutierrez","26","Occasional"
215,"Jessie","Banks","26","Occasional"
357,"Keith","Rico","26","Occasional"
486,"Glen","Talbert","26","Occasional"
208,"Lucy","Wheeler","26","Occasional"
82,"Kathryn","Coleman","26","Occasional"
518,"Gabriel","Harder","26","Occasional"
3,"Linda","Williams","26","Occasional"
219,"Willie","Howell","26","Occasional"
285,"Miriam","Mckinney","26","Occasional"
389,"Alan","Kahn","26","Occasional"
570,"Ivan","Cromwell","26","Occasional"
562,"Wallace","Slone","25","Occasional"
463,"Darrell","Power","25","Occasional"
41,"Stephanie","Mitchell","25","Occasional"
572,"Sidney","Burleson","25","Occasional"
419,"Chad","Carbone","25","Occasional"
507,"Edgar","Rhoads","25","Occasional"
24,"Kimberly","Lee","25","Occasional"
264,"Gwendolyn","May","25","Occasional"
270,"Leah","Curtis","25","Occasional"
435,"Ricky","Shelby","25","Occasional"
384,"Ernest","Stepp","25","Occasional"
433,"Don","Bone","25","Occasional"
69,"Judy","Gray","25","Occasional"
188,"Melanie","Armstrong","25","Occasional"
229,"Tamara","Nguyen","25","Occasional"
456,"Ronnie","Ricketts","25","Occasional"
531,"Jamie","Waugh","25","Occasional"
528,"Claude","Herzog","25","Occasional"
546,"Kelly","Knott","25","Occasional"
537,"Clinton","Buford","25","Occasional"
343,"Douglas","Graf","25","Occasional"
155,"Gail","Knight","25","Occasional"
199,"Beth","Franklin","25","Occasional"
193,"Katie","Elliott","25","Occasional"
369,"Fred","Wheat","25","Occasional"
597,"Freddie","Duggan","25","Occasional"
359,"Willie","Markham","25","Occasional"
517,"Brad","Mccurdy","25","Occasional"
414,"Vincent","Ralston","25","Occasional"
582,"Andy","Vanhorn","25","Occasional"
330,"Scott","Shelley","25","Occasional"
10,"Dorothy","Taylor","25","Occasional"
201,"Vicki","Fields","25","Occasional"
60,"Mildred","Bailey","25","Occasional"
305,"Richard","Mccrary","25","Occasional"
98,"Lillian","Griffin","25","Occasional"
235,"Jackie","Lynch","25","Occasional"
590,"Seth","Hannon","25","Occasional"
508,"Milton","Howland","25","Occasional"
536,"Fernando","Churchill","25","Occasional"
232,"Constance","Reid","25","Occasional"
83,"Louise","Jenkins","25","Occasional"
63,"Ashley","Richardson","25","Occasional"
417,"Travis","Estep","25","Occasional"
460,"Leon","Bostic","25","Occasional"
156,"Bertha","Ferguson","25","Occasional"
326,"Jose","Andrew","25","Occasional"
308,"Thomas","Grigsby","25","Occasional"
150,"Danielle","Daniels","25","Occasional"
324,"Gary","Coy","25","Occasional"
455,"Jon","Wiles","24","Occasional"
11,"Lisa","Anderson","24","Occasional"
351,"Jack","Foust","24","Occasional"
101,"Peggy","Myers","24","Occasional"
130,"Charlotte","Hunter","24","Occasional"
104,"Rita","Graham","24","Occasional"
557,"Felix","Gaffney","24","Occasional"
382,"Victor","Barkley","24","Occasional"
534,"Christian","Jung","24","Occasional"
541,"Darren","Windham","24","Occasional"
127,"Elaine","Stevens","24","Occasional"
511,"Chester","Benner","24","Occasional"
527,"Cory","Meehan","24","Occasional"
100,"Robin","Hayes","24","Occasional"
571,"Johnnie","Chisholm","24","Occasional"
540,"Tyrone","Asher","24","Occasional"
123,"Shannon","Freeman","24","Occasional"
34,"Rebecca","Scott","24","Occasional"
553,"Max","Pitt","24","Occasional"
490,"Sam","Mcduffie","24","Occasional"
175,"Annette","Olson","24","Occasional"
375,"Aaron","Selby","24","Occasional"
564,"Bob","Pfeiffer","24","Occasional"
243,"Lydia","Burke","24","Occasional"
73,"Beverly","Brooks","24","Occasional"
19,"Ruth","Martinez","24","Occasional"
227,"Colleen","Burton","24","Occasional"
153,"Suzanne","Nichols","24","Occasional"
427,"Jesus","Mccartney","24","Occasional"
475,"Pedro","Chestnut","24","Occasional"
585,"Perry","Swafford","24","Occasional"
8,"Susan","Wilson","24","Occasional"
258,"Myrtle","Fleming","24","Occasional"
99,"Emily","Diaz","24","Occasional"
43,"Christine","Roberts","24","Occasional"
288,"Bobbie","Craig","24","Occasional"
364,"Benjamin","Varney","23","Occasional"
233,"Lillie","Kim","23","Occasional"
313,"Donald","Mahon","23","Occasional"
177,"Samantha","Duncan","23","Occasional"
392,"Sean","Douglass","23","Occasional"
37,"Pamela","Baker","23","Occasional"
466,"Leo","Ebert","23","Occasional"
431,"Joel","Francisco","23","Occasional"
547,"Kurt","Emmons","23","Occasional"
583,"Marshall","Thorn","23","Occasional"
409,"Rodney","Moeller","23","Occasional"
249,"Dora","Medina","23","Occasional"
415,"Glenn","Pullen","23","Occasional"
530,"Darryl","Ashcraft","23","Occasional"
185,"Roberta","Harper","23","Occasional"
341,"Peter","Menard","23","Occasional"
350,"Juan","Fraley","23","Occasional"
519,"Ron","Deluca","23","Occasional"
335,"Gregory","Mauldin","23","Occasional"
453,"Calvin","Martel","23","Occasional"
365,"Bruce","Schwarz","23","Occasional"
328,"Jeffrey","Spear","23","Occasional"
291,"Toni","Holt","23","Occasional"
521,"Roland","South","23","Occasional"
432,"Edwin","Burk","23","Occasional"
493,"Brent","Harkins","23","Occasional"
62,"Joan","Cooper","23","Occasional"
246,"Marian","Mendoza","23","Occasional"
76,"Irene","Price","23","Occasional"
106,"Connie","Wallace","23","Occasional"
192,"Laurie","Lawrence","23","Occasional"
85,"Anne","Powell","23","Occasional"
352,"Albert","Crouse","23","Occasional"
134,"Emma","Boyd","23","Occasional"
217,"Agnes","Bishop","23","Occasional"
437,"Randall","Neumann","23","Occasional"
311,"Paul","Trout","23","Occasional"
180,"Stacy","Cunningham","23","Occasional"
379,"Carlos","Coughlin","23","Occasional"
216,"Natalie","Meyer","23","Occasional"
345,"Carl","Artis","23","Occasional"
93,"Phyllis","Foster","23","Occasional"
9,"Margaret","Moore","23","Occasional"
183,"Ida","Andrews","23","Occasional"
184,"Vivian","Ruiz","23","Occasional"
252,"Mattie","Hoffman","22","Occasional"
325,"Timothy","Bunn","22","Occasional"
443,"Francisco","Skidmore","22","Occasional"
67,"Kelly","Torres","22","Occasional"
539,"Mathew","Bolin","22","Occasional"
68,"Nicole","Peterson","22","Occasional"
523,"Harvey","Guajardo","22","Occasional"
514,"Franklin","Troutman","22","Occasional"
169,"Erica","Matthews","22","Occasional"
367,"Adam","Gooch","22","Occasional"
598,"Wade","Delvalle","22","Occasional"
476,"Derrick","Bourque","22","Occasional"
4,"Barbara","Jones","22","Occasional"
65,"Rose","Howard","22","Occasional"
480,"Corey","Hauser","22","Occasional"
79,"Rachel","Barnes","22","Occasional"
440,"Bernard","Colby","22","Occasional"
578,"Willard","Lumpkin","22","Occasional"
189,"Loretta","Carpenter","22","Occasional"
394,"Chris","Brothers","22","Occasional"
247,"Stella","Moreno","22","Occasional"
543,"Lance","Pemberton","22","Occasional"
477,"Dan","Paine","22","Occasional"
430,"Ray","Houle","22","Occasional"
488,"Shane","Millard","22","Occasional"
22,"Laura","Rodriguez","22","Occasional"
55,"Doris","Reed","22","Occasional"
224,"Pearl","Garza","22","Occasional"
544,"Cody","Nolen","22","Occasional"
81,"Andrea","Henderson","22","Occasional"
143,"Leslie","Gordon","22","Occasional"
554,"Dwayne","Olvera","22","Occasional"
18,"Carol","Garcia","22","Occasional"
321,"Kevin","Schuler","22","Occasional"
47,"Frances","Parker","22","Occasional"
545,"Julio","Noland","21","Occasional"
556,"Armando","Gruber","21","Occasional"
501,"Ruben","Geary","21","Occasional"
429,"Frederick","Isbell","21","Occasional"
568,"Alberto","Henning","21","Occasional"
88,"Bonnie","Hughes","21","Occasional"
159,"Jill","Hawkins","21","Occasional"
399,"Danny","Isom","21","Occasional"
238,"Nellie","Garrett","21","Occasional"
33,"Anna","Hill","21","Occasional"
412,"Allen","Butterfield","21","Occasional"
401,"Tony","Carranza","21","Occasional"
17,"Donna","Thompson","21","Occasional"
413,"Marvin","Yee","21","Occasional"
358,"Samuel","Marlow","21","Occasional"
489,"Ricardo","Meador","21","Occasional"
505,"Rafael","Abney","21","Occasional"
552,"Hugh","Waldrop","21","Occasional"
174,"Yvonne","Watkins","21","Occasional"
222,"Delores","Hansen","21","Occasional"
118,"Kim","Cruz","21","Occasional"
301,"Robert","Baughman","21","Occasional"
94,"Norma","Gonzales","21","Occasional"
420,"Jacob","Lance","21","Occasional"
496,"Tyler","Wren","21","Occasional"
152,"Alicia","Mills","21","Occasional"
226,"Maureen","Little","21","Occasional"
165,"Lorraine","Stephens","21","Occasional"
310,"Daniel","Cabral","20","Occasional"
449,"Oscar","Aquino","20","Occasional"
272,"Kay","Caldwell","20","Occasional"
320,"Anthony","Schwab","20","Occasional"
191,"Jeanette","Greene","20","Occasional"
162,"Lauren","Hudson","20","Occasional"
203,"Tara","Ryan","20","Occasional"
509,"Raul","Fortier","20","Occasional"
402,"Luis","Yanez","20","Occasional"
250,"Jo","Fowler","20","Occasional"
428,"Herbert","Kruger","20","Occasional"
355,"Terry","Grissom","20","Occasional"
549,"Nelson","Christenson","20","Occasional"
567,"Alfredo","Mcadams","20","Occasional"
212,"Wilma","Richards","20","Occasional"
525,"Adrian","Clary","19","Casual"
117,"Edith","Mcdonald","19","Casual"
195,"Vanessa","Sims","19","Casual"
599,"Austin","Cintron","19","Casual"
548,"Allan","Cornish","19","Casual"
370,"Wayne","Truong","19","Casual"
378,"Eugene","Culpepper","19","Casual"
395,"Johnny","Turpin","19","Casual"
458,"Lloyd","Dowd","19","Casual"
524,"Jared","Ely","19","Casual"
478,"Lewis","Lyman","19","Casual"
586,"Kirk","Stclair","19","Casual"
70,"Christina","Ramirez","18","Casual"
205,"Eileen","Carr","18","Casual"
140,"Eva","Ramos","18","Casual"
95,"Paula","Bryant","18","Casual"
483,"Vernon","Chapa","18","Casual"
353,"Jonathan","Scarborough","18","Casual"
542,"Lonnie","Tirado","18","Casual"
194,"Kristen","Chavez","18","Casual"
255,"Irma","Pearson","18","Casual"
218,"Vera","Mccoy","18","Casual"
271,"Penny","Neal","18","Casual"
97,"Annie","Russell","18","Casual"
344,"Henry","Billingsley","18","Casual"
124,"Sheila","Wells","18","Casual"
48,"Ann","Evans","17","Casual"
555,"Dwight","Lombardi","17","Casual"
223,"Melinda","Fernandez","17","Casual"
315,"Kenneth","Gooden","17","Casual"
465,"Floyd","Gandy","17","Casual"
398,"Antonio","Meek","16","Casual"
492,"Lester","Kraus","16","Casual"
164,"Joann","Gardner","16","Casual"
464,"Jerome","Kenyon","16","Casual"
136,"Anita","Morales","15","Casual"
248,"Caroline","Bowman","15","Casual"
61,"Katherine","Rivera","14","Casual"
281,"Leona","Obrien","14","Casual"
110,"Tiffany","Jordan","14","Casual"
318,"Brian","Wyman","12","Casual"
